ability_id,local_language_id,short_effect,effect
152,5,Change les capacités des Pokémon attaquants en Momie au contact.,"À chaque fois qu'une capacité de contact touche ce Pokémon, le talent du Pokémon attaquant devient Momie.

Multitype n'est pas affecté. Si un Pokémon avec Impudence met ce Pokémon K.O., le talent de ce dernier changera sans prendre effet."
152,6,Ändert bei Kontakt die Fähigkeit von Angreifern in Mumie.,"Wenn ein Pokémon mit dieser Fähigkeit von einer Attacke mit Kontakt getroffen wird, ändert sich die Fähigkeit des Gegners in Mumie.

[]{ability:multitype} ist nicht betroffen. Wenn das Pokémon von einem mit der Fähigkeit []{ability:moxie} besiegt wird, ändert sich dessen Fähigkeit ohne ihren Effekt auszulösen."
152,9,Changes attacking Pokémon's abilities to Mummy on contact.,"Whenever a contact move hits this Pokémon, the attacking Pokémon's ability changes to Mummy.

[]{ability:multitype} is unaffected.  If a Pokémon with []{ability:moxie} knocks this Pokémon out, the former's ability will change without taking effect."
153,5,Augmente l'Attaque d'un niveau après avoir mis un Pokémon K.O.,"Ce Pokémon voit son Attaque augmenter d'un niveau lorsqu'il met K.O. un autre Pokémon, même un Pokémon allié.

Cette capacité ne s'active pas lorsque le Pokémon provoque indirectement la défaite d'un autre Pokémon, par exemple par poison ou pics.

Si ce Pokémon met K.O. un Pokémon ayant la capacité Momie, la capacité du premier changera sans s'activer."
153,6,"Erhöht den []{mechanic:attack} um 1 [Stufe]{mechanic:stat-modifier}, wenn es einen Gegner besiegt.","Der []{mechanic:attack} von Pokémon mit dieser Fähigkeit erhöht sich um 1 [Stufe]{mechanic:stat-modifier}, wenn es einen Gegner oder einen Teampartner besiegt.

Die Fähigkeit löst nicht aus, wenn der Gegner indirekt besiegt wird, z.B. durch []{mechanic:poison} oder []{move:spikes}.

Wenn der besiegte Gegner die Fähigkeit []{ability:mummy} hat, ändert sich die Fähigkeit ohne den alten Effekt auszulösen."
153,9,Raises [Attack]{mechanic:attack} one stage upon KOing a Pokémon.,"This Pokémon's [Attack]{mechanic:attack} rises one stage upon knocking out another Pokémon, even a friendly Pokémon.

This ability does not take effect when the Pokémon indirectly causes another Pokémon to faint, e.g. through [poison]{mechanic:poison} or []{move:spikes}.

If this Pokémon knocks out a Pokémon with []{ability:mummy}, the former's ability will change without taking effect."
154,5,Augmente l'Attaque d'un niveau après avoir subi des dégâts d'une capacité Ténèbres.,"Chaque fois qu'une capacité de type Ténèbres touche ce Pokémon, son Attaque augmente d'un niveau.

La capacité n'est en aucun cas annulée."
154,6,"Erhöht den []{mechanic:attack} um 1 [Stufe]{mechanic:stat-modifier}, wenn es von []{type:dark} Attacken getroffen wird.","Wenn ein Pokémon mit dieser Fähigkeit von einer []{type:dark} Attacke getroffen wird, wird sein []{mechanic:attack} um 1 [Stufe]{mechanic:stat-modifier} erhöht.

Die Attacke wird nicht beeinflusst."
154,9,Raises [Attack]{mechanic:attack} one stage upon taking damage from a []{type:dark} move.,"Whenever a []{type:dark}-type move hits this Pokémon, its [Attack]{mechanic:attack} rises one [stage]{mechanic:stat-modifier}.

The move is not negated in any way."
155,5,"Augmente la Vitesse d'un niveau lorsqu'il est touché par une capacité de type Ténèbres, Spectre ou Insecte.","La Vitesse de ce Pokémon augmente d'un niveau à chaque coup reçu d'une attaque de type ténèbres, spectre, ou insecte."
155,6,"Erhöht die []{mechanic:speed} um 1 [Stufe]{mechanic:stat-modifier}, wenn es von []{type:dark}, []{type:ghost} oder []{type:bug} Attacken getroffen wird.","Die []{mechanic:speed} erhöht sich mit jedem Treffer einer []{type:dark}, []{type:ghost} oder []{type:bug} Attacke um 1 [Stufe]{mechanic:stat-modifier}."
155,9,"Raises [Speed]{mechanic:speed} one [stage]{mechanic:stat-modifier} upon being hit by a []{type:dark}, []{type:ghost}, or []{type:bug} move.","This Pokémon's [Speed]{mechanic:speed} rises one stage with each hit from a damaging []{type:dark}-, []{type:ghost}-, or []{type:bug}-type move."
156,5,Renvoie la plupart des capacités non offensives à leur utilisateur.,"Lorsque ce Pokémon est la cible d'une capacité pouvant être renvoyée, la capacité est redirigée vers son utilisateur.

Toutes les capacités pouvant être renvoyées sont non offensives, et la plupart des capacités non offensives visant d'autres Pokémon peuvent être renvoyées.

Une capacité renvoyée par ce talent ou par Voile Miroir ne peut pas être renvoyée à nouveau."
156,6,Reflektiert die meisten Attacken ohne Schaden zum Angreifer zurück.,"Wenn ein Pokémon mit dieser Fähigkeit von einer Attacke getroffen wird die als Reflektierbar gekennzeichnet ist, wird die Attacke zum Angreifer zurückgeworfen.

Alle reflektierbaren Attacken verursachen keinen Schaden und die meisten Attacken die keinen Schaden verursachen sind als reflektierbar gekennzeichnet.

Eine Attacke die von dieser Fähigkeit oder von []{move:magic-coat} reflektiert wurde, kann nicht zurückreflektiert werden."
156,9,Reflects most non-damaging moves back at their user.,"When this Pokémon is targeted by a move flagged as being reflectable, the move is redirected to its user.

All reflectable moves are non-damaging, and most non-damaging moves that target other Pokémon are reflectable.

A move reflected by this ability or []{move:magic-coat} cannot be reflected back."
157,5,"Absorbe les attaques Plante, augmentant l'Attaque d'un niveau.","Chaque fois qu'une attaque de type Plante touche ce Pokémon, son Attaque augmente d'un niveau, annulant tout autre effet sur lui."
157,6,Absorbiert []{type:grass} Attacken und erhöhrt dabei den []{mechanic:attack} um 1 [Stufe]{mechanic:stat-modifier}.,"Wenn ein Pokémon mit dieser Fähigkeit von einer []{type:grass} Attacke getroffen wird, steigt sein []{mechanic:attack} um 1 [Stufe]{mechanic:stat-modifier}, wobei jeder andere Effekt entfernt wird."
157,9,"Absorbs []{type:grass} moves, raising [Attack]{mechanic:attack} one [stage]{mechanic:stat-modifier}.","Whenever a []{type:grass}-type move hits this Pokémon, its [Attack]{mechanic:attack} rises one [stage]{mechanic:stat-modifier}, negating any other effect on it."
158,5,Augmente la priorité des capacités non offensives d'un niveau.,Les capacités de statut de ce Pokémon voient leur priorité augmentée d'un niveau.
158,6,Erhöht die []{mechanic:priority} von Attacken ohne Schaden um 1 Stufe.,"Wenn ein Pokémon diese Fähigkeit hat, erhöht sich die []{mechanic:priority} seiner Attacken die keinen Schaden anrichten um 1 Stufe."
158,9,Raises non-damaging moves' priority by one stage.,This Pokémon's non-damaging moves have their priority increased by one stage.
159,5,"Renforce les capacités de type roche, sol et acier en augmentant leur puissance de 1,3× pendant une tempête de sable. Protège contre les dégâts de la tempête de sable.","Pendant une tempête de sable, les attaques de type roche, sol et acier de ce Pokémon ont leur puissance de base augmentée de 1,3×. Ce Pokémon ne subit pas de dégâts de la tempête de sable, quel que soit son type."
159,6,"Verstärkt []{type:rock}, []{type:ground} und []{type:steel} Attacken um 30% während eines [Sandsturms]{mechanic:sandstorm}. Schützt vor Schäden durch [Sandstürme]{mechanic:sandstorm}.","Die []{type:rock}, []{type:ground} und []{type:steel} Attacken von Pokémon mit dieser Fähigkeit haben während eines [Sandsturms]{mechanic:sandstorm} 1,3× so viel Basisstärke wie sonst. Das Pokémon erleidet keinen Schaden durch [Sandstürme]{mechanic:sandstorm}, unabhängig von seinem Typ."
159,9,"Strengthens []{type:rock}, []{type:ground}, and []{type:steel} moves to 1.3× their power during a [sandstorm]{mechanic:sandstorm}.  Protects against sandstorm damage.","During a [sandstorm]{mechanic:sandstorm}, this Pokémon's []{type:rock}-, []{type:ground}-, and []{type:steel}-type moves have 1.3× their base power.  This Pokémon does not take sandstorm damage, regardless of type."
160,5,Inflige des dégâts égaux à 1/8 de leurs PV max aux Pokémon attaquants lors d'un contact.,"« Chaque fois qu'une capacité entre en contact avec ce Pokémon, l'utilisateur de la capacité subit des dégâts équivalents à 1/8 de ses PV maximum. »

Cette capacité fonctionne de manière identique à Peau Dure."
160,6,Angreifer erleiden bei Kontakt 1/8 ihrer max []{mechanic:hp} Schaden.,"Wenn ein Pokémon mit dieser Fähigkeit von einer Attacke mit Kontakt getroffen wird, erleidet der Angreifer 1/8 seiner maximalen []{mechanic:hp} Schaden.

Diese Fähigkeit ist identisch mit []{ability:rough-skin}."
160,9,Damages attacking Pokémon for 1/8 their max [HP]{mechanic:hp} on contact.,"Whenever a move makes contact with this Pokémon, the move's user takes 1/8 of its maximum [HP]{mechanic:hp} in damage.

This ability functions identically to []{ability:rough-skin}."
161,5,"Change la forme de Darumacho après chaque tour en fonction de ses PV : Mode Transe en dessous de 50 % des PV max, et Mode Standard sinon.","Ce Pokémon passe du Mode Standard au Mode Zen après chaque tour en fonction de ses PV. En dessous de 50 % de ses PV max, il passe en Mode Zen, et à 50 % ou plus, il revient en Mode Standard.

Ce Pokémon retourne en Mode Standard en quittant le combat ou en perdant cette capacité. Cette capacité n'a aucun effet si ce Pokémon n'est pas un Darumacho."
161,6,"Ändert jede Runde die Form von []{pokemon:darmanitan} abhängig von seinen []{mechanic:hp}: Zen Modus bei weniger als 50% der max []{mechanic:hp}, ansonsten Standard Modus.","[]{pokemon:darmanitan} wechselt am Ende jeder Runde zwischen dem Standard Modus und dem Zen Modus, abhängig von seinen []{mechanic:hp}. Wenn es weniger als 50% seiner maximalen []{mechanic:hp} hat, wechselt es zum Zen Modus, bei 50% oder mehr zum Standard Modus.

[]{pokemon:darmanitan} wechselt zum Standard Modus beim Beenden des Kampfes oder wenn es die Fähigkeit verliert. Die Fähigkeit hat keinen Effekt für Pokémon außer []{pokemon:darmanitan}."
161,9,"Changes []{pokemon:darmanitan}'s form after each turn depending on its [HP]{mechanic:hp}: Zen Mode below 50% max HP, and Standard Mode otherwise.","This Pokémon switches between Standard Mode and Zen Mode after each turn depending on its [HP]{mechanic:hp}.  Below 50% of its maximum HP, it switches to Zen Mode, and at 50% or above, it switches to Standard Mode.

This Pokémon returns to Standard Mode upon leaving battle or losing this ability.  This ability has no effect if this Pokémon is not a []{pokemon:darmanitan}."
162,5,"Augmente la précision des capacités des Pokémon alliés de 1,1×.","Les capacités de tous les Pokémon alliés, y compris celles de ce Pokémon, ont une précision augmentée de 1,1× tant que ce Pokémon est en combat."
162,6,Erhöht die []{mechanic:accuracy} von Partnern um 10%.,"Die []{mechanic:accuracy} der Attacken von Pokémon ist 1,1× so hoch wie sonst, solange ein Pokémon mit dieser Fähigkeit im Team ist."
162,9,Increases moves' accuracy to 1.1× for friendly Pokémon.,"All friendly Pokémon's moves, including this Pokémon's own moves, have 1.1× their usual accuracy while this Pokémon is in battle."
163,5,Ignore les talents des cibles s'ils peuvent gêner ou empêcher les mouvements.,"Les attaques de ce Pokémon ignorent complètement les talents qui pourraient entraver ou empêcher leur effet sur la cible.

Par exemple, les attaques de ce Pokémon ignorent les talents qui annulent complètement l'attaque, tels que Absorb Eau; les talents qui empêcheraient tout effet de l'attaque, tels que Corps Sain, Coque Armure ou Glue; et les talents qui offrent une protection générale, comme Simple, Rideau Neige ou Isograisse. Si un talent pourrait soit entraver soit aider les attaques de ce Pokémon, par exemple Peau Sèche ou Inconscient, le talent est ignoré dans les deux cas.

Les talents ne correspondant pas à cette description, même s'ils pourraient entraver les attaques d'une autre manière, ne sont pas affectés. Par exemple, Corps Maudit n'affecte que les utilisations futures potentielles de l'attaque, tandis que Suintement et Marque Ombre ne peuvent entraver l'effet d'une attaque que sur l'utilisateur. Ce talent ne peut pas ignorer les changements de type ou de forme grants par des talents, comme Déguisement ou Météo; ni les effets causés par des talents mais qui ne sont plus liés à un talent, comme la pluie causée par Crachin. Ce talent ne peut pas ignorer Multitype du tout.

Un talent ignoré par ce talent est seulement annulé pendant que l'attaque est utilisée. Par exemple, les attaques de ce Pokémon peuvent paralyser un Pokémon avec Échauffement, mais Échauffement s'activera et guérira immédiatement de la paralysie par la suite, et les Picots de ce Pokémon ne sont pas affectés par ce talent après avoir été posés.

Lorsque ce Pokémon entre en combat, tous les dresseurs participants sont informés qu'il possède ce talent.

Ce talent fonctionne de manière identique à Brise Moule et Téra-Voltage."
163,6,"Umgeht die gegnerische Fähigkeit, wenn sie eine Attacke verhindern kann.","Die Attacken von Pokémon mit dieser Fähigkeit ignorieren Fähigkeiten, die die Attacke am Funktionieren hindern oder ihre Effekte beeinflussen.

Beispiel: Die Attacken ignorieren Fähigkeiten die sie komplett verhindern würden, wie []{ability:water-absorb}, Fähigkeiten die einen der Effekte verhindern würden, wie z.B. []{ability:clear-body}, []{ability:shell-armor} oder []{ability:sticky-hold} und Fähigkeiten die einen generellen schützenden Vorteil brächten, wie []{ability:simple}, []{ability:snow-cloak} oder []{ability:thick-fat}. Wenn eine Fähigkeit die Attacke behindern oder ihr helfen würde, wie []{ability:dry-skin} oder []{ability:unaware}, wird sie ebenfalls ignoriert.

Fähigkeiten die dieser Beschreibung nicht entsprechen, selbst wenn sie eine Attacke behindern könnten, werden nicht verhindert. Zum Beispiel beeinflusst []{ability:cursed-body} nur mögliche zukünftige Anwendungen der Attacke, während []{ability:liquid-ooze} und []{ability:shadow-tag} nur den Effekt der Attacke auf den Anwender verhindern. Die Attacke kann keine Typ- oder Form-Änderungen verhindern die durch Fähigkeiten ausgelöst werden, zum Beispiel []{ability:color-change} oder []{ability:forecast}, genauso wie Effekte die von Fähigkeiten verursacht wurden aber nicht mehr an die Fähigkeit gebunden sind, so wie der []{mechanic:rain} von []{ability:drizzle}. Die Fähigkeit kann []{ability:multitype} nicht verhindern.

Eine Fähigkeit die von dieser Fähigkeit ignoriert wird, wird nur überbrückt, während die Attacke eingesetzt wird. Beispiel: Die Attacken von Pokémon mit dieser Fähigkeit können ein Pokémon mit []{ability:limber} [paralysieren]{mechanic:paralysis} aber []{ability:limber} wird sich aktivieren und die Paralyse direkt danach heilen. Außerdem werden die [Stacheln]{move:spikes} dieses Pokémons nicht von dieser Fähigkeit beeinflusst, nachdem sie platziert wurden.

Wenn ein Pokémon mit dieser Fähigkeit den Kampf betritt, werden alle Trainer über diese Fähigkeit benachrichtigt.

Die Fähigkeit ist identisch mit []{ability:teravolt} und []{ability:mold-breaker}."
163,9,Bypasses targets' abilities if they could hinder or prevent moves.,"This Pokémon's moves completely ignore abilities that could hinder or prevent their effect on the target.

For example, this Pokémon's moves ignore abilities that would fully negate them, such as []{ability:water-absorb}; abilities that would prevent any of their effects, such as []{ability:clear-body}, []{ability:shell-armor}, or []{ability:sticky-hold}; and abilities that grant any general protective benefit, such as []{ability:simple}, []{ability:snow-cloak}, or []{ability:thick-fat}.  If an ability could either hinder or help this Pokémon's moves, e.g. []{ability:dry-skin} or []{ability:unaware}, the ability is ignored either way.

Abilities that do not fit this description, even if they could hinder moves in some other way, are not affected.  For example, []{ability:cursed-body} only affects potential future uses of the move, while []{ability:liquid-ooze} and []{ability:shadow-tag} can only hinder a move's effect on the user.  This ablity cannot ignore type or form changes granted by abilities, for example []{ability:color-change} or []{ability:forecast}; nor effects that were caused by abilities but are no longer tied to an ability, such as the rain from []{ability:drizzle}.  This ability cannot ignore []{ability:multitype} at all.

An ability ignored by this ability is only nullified while the move is being used.  For example, this Pokémon's moves can [paralyze]{mechanic:paralysis} a Pokémon with []{ability:limber}, but Limber will activate and heal the paralysis immediately thereafter, and this Pokémon's []{move:spikes} are not affected by this ability after they have been placed.

When this Pokémon enters battle, all participating trainers are notified that it has this ability.

This ability functions identically to []{ability:mold-breaker} and []{ability:teravolt}."
164,5,Ignore les talents des cibles s'ils peuvent gêner ou empêcher les attaques.,"Les attaques de ce Pokémon ignorent complètement les talents qui pourraient entraver ou empêcher leur effet sur la cible.

Par exemple, les attaques de ce Pokémon ignorent les talents qui les annuleraient complètement, tels qu'Absorb Eau ; les talents qui empêcheraient l'un de leurs effets, tels que Corps Sain, Coque Armure, ou Glue ; et les talents offrant une protection générale, tels que Simple, Rideau Neige, ou Isograisse. Si un talent pouvait soit entraver soit aider les attaques de ce Pokémon, comme Peau Sèche ou Inconscient, le talent est ignoré dans les deux cas.

Les talents qui ne correspondent pas à cette description, même s'ils pourraient entraver les attaques d'une autre manière, ne sont pas affectés. Par exemple, Corps Maudit n'affecte que les utilisations futures potentielles de l'attaque, tandis que Suintement et Marque Ombre ne peuvent entraver que l'effet d'une attaque sur l'utilisateur. Ce talent ne peut ignorer les changements de type ou de forme donnés par des talents, comme Déguisement ou Météo ; ni les effets causés par des talents mais qui ne sont plus liés à un talent, comme la pluie de Crachin. Ce talent ne peut ignorer Multitype en aucun cas.

Un talent ignoré par ce talent est uniquement neutralisé pendant l'utilisation de l'attaque. Par exemple, les attaques de ce Pokémon peuvent paralyser un Pokémon avec Benêt, mais Benêt s'activera et soignera la paralysie immédiatement après, et les Picots de ce Pokémon ne sont pas affectés par ce talent après avoir été placés.

Quand ce Pokémon entre en combat, tous les dresseurs participants sont informés qu'il possède ce talent.

Ce talent fonctionne de manière identique à Brise Moule et TurboBrasier."
164,6,"Umgeht die gegnerische Fähigkeit, wenn sie eine Attacke verhindern kann.","Die Attacken von Pokémon mit dieser Fähigkeit ignorieren Fähigkeiten, die die Attacke am Funktionieren hindern oder ihre Effekte beeinflussen.

Beispiel: Die Attacken ignorieren Fähigkeiten die sie komplett verhindern würden, wie []{ability:water-absorb}, Fähigkeiten die einen der Effekte verhindern würden, wie z.B. []{ability:clear-body}, []{ability:shell-armor} oder []{ability:sticky-hold} und Fähigkeiten die einen generellen schützenden Vorteil brächten, wie []{ability:simple}, []{ability:snow-cloak} oder []{ability:thick-fat}. Wenn eine Fähigkeit die Attacke behindern oder ihr helfen würde, wie []{ability:dry-skin} oder []{ability:unaware}, wird sie ebenfalls ignoriert.

Fähigkeiten die dieser Beschreibung nicht entsprechen, selbst wenn sie eine Attacke behindern könnten, werden nicht verhindert. Zum Beispiel beeinflusst []{ability:cursed-body} nur mögliche zukünftige Anwendungen der Attacke, während []{ability:liquid-ooze} und []{ability:shadow-tag} nur den Effekt der Attacke auf den Anwender verhindern. Die Attacke kann keine Typ- oder Form-Änderungen verhindern die durch Fähigkeiten ausgelöst werden, zum Beispiel []{ability:color-change} oder []{ability:forecast}, genauso wie Effekte die von Fähigkeiten verursacht wurden aber nicht mehr an die Fähigkeit gebunden sind, so wie der []{mechanic:rain} von []{ability:drizzle}. Die Fähigkeit kann []{ability:multitype} nicht verhindern.

Eine Fähigkeit die von dieser Fähigkeit ignoriert wird, wird nur überbrückt, während die Attacke eingesetzt wird. Beispiel: Die Attacken von Pokémon mit dieser Fähigkeit können ein Pokémon mit []{ability:limber} [paralysieren]{mechanic:paralysis} aber []{ability:limber} wird sich aktivieren und die Paralyse direkt danach heilen. Außerdem werden die [Stacheln]{move:spikes} dieses Pokémons nicht von dieser Fähigkeit beeinflusst, nachdem sie platziert wurden.

Wenn ein Pokémon mit dieser Fähigkeit den Kampf betritt, werden alle Trainer über diese Fähigkeit benachrichtigt.

Die Fähigkeit ist identisch mit []{ability:mold-breaker} und []{ability:turboblaze}."
164,9,Bypasses targets' abilities if they could hinder or prevent moves.,"This Pokémon's moves completely ignore abilities that could hinder or prevent their effect on the target.

For example, this Pokémon's moves ignore abilities that would fully negate them, such as []{ability:water-absorb}; abilities that would prevent any of their effects, such as []{ability:clear-body}, []{ability:shell-armor}, or []{ability:sticky-hold}; and abilities that grant any general protective benefit, such as []{ability:simple}, []{ability:snow-cloak}, or []{ability:thick-fat}.  If an ability could either hinder or help this Pokémon's moves, e.g. []{ability:dry-skin} or []{ability:unaware}, the ability is ignored either way.

Abilities that do not fit this description, even if they could hinder moves in some other way, are not affected.  For example, []{ability:cursed-body} only affects potential future uses of the move, while []{ability:liquid-ooze} and []{ability:shadow-tag} can only hinder a move's effect on the user.  This ablity cannot ignore type or form changes granted by abilities, for example []{ability:color-change} or []{ability:forecast}; nor effects that were caused by abilities but are no longer tied to an ability, such as the rain from []{ability:drizzle}.  This ability cannot ignore []{ability:multitype} at all.

An ability ignored by this ability is only nullified while the move is being used.  For example, this Pokémon's moves can [paralyze]{mechanic:paralysis} a Pokémon with []{ability:limber}, but Limber will activate and heal the paralysis immediately thereafter, and this Pokémon's []{move:spikes} are not affected by this ability after they have been placed.

When this Pokémon enters battle, all participating trainers are notified that it has this ability.

This ability functions identically to []{ability:mold-breaker} and []{ability:turboblaze}."
165,5,Protège les alliés contre les attaques qui affectent leur état mental.,Protège les alliés contre les capacités affectant leur état mental.
165,6,Schützt Verbündete vor mentalen Attacken.,"Pokémon sind vor mentalen Attacken wie []{move:attract}, []{move:disable}, []{move:taunt} oder []{move:encore} geschützt, solange sich ein Pokémon mit dieser Fähigkeit im Team befindet. Das gilt auch, für das Pokémon selbst."
165,9,Protects allies against moves that affect their mental state.,Protects allies against moves that affect their mental state.
166,5,Protège les Pokémon de type Plante alliés contre la diminution de leurs statistiques par d'autres Pokémon.,Protège les Pokémon de type Plante alliés contre la baisse de leurs statistiques par d'autres Pokémon.
166,6,Beschützt verbündete []{type:grass} Pokémon for negativen [Statuswerteänderungenen]{mechanic:stat-modifier}.,"[]{type:grass} Pokémon können durch Gegner keine negativen []{mechanic:stat-modifier} erleiden, solange sich ein Pokémon mit dieser Fähigkeit im Team befindet.

Das betrifft nur direkte [Statuswerteänderungenen]{mechanic:stat-modifier}, der []{mechanic:speed} Malus von []{mechanic:paralysis} wird nicht verhindert, genauso wie selbstverursachte [Statuswerteänderungenen]{mechanic:stat-modifier} wie z.B. durch []{move:leaf-storm}."
166,9,Protects friendly []{type:grass} Pokémon from having their stats lowered by other Pokémon.,Protects friendly []{type:grass} Pokémon from having their stats lowered by other Pokémon.
167,5,"Restaure des PV en mangeant une Baie, en plus de l'effet de la Baie.","Restaure des PV en mangeant une Baie, en plus de l'effet de la Baie."
167,6,Stellt zusätzlich zum eigentlichen Effekt einer Beere zusätzliche []{mechanic:hp} wieder her.,"Wenn ein Pokémon mit dieser Fähigkeit eine Beere isst, stellt es 1/3 seiner maximalen []{mechanic:hp} wieder her, zusätzlich zum eigentlichen Effekt der Beere.

Die Fähigkeit wirkt auch, wenn das Pokémon die Beere durch []{move:fling}, []{move:bug-bite} oder []{move:pluck} erhalten hat, solange es von der Beere profitiert.

Die Fähigkeit wirkt nicht, wenn die Beere mit []{move:natural-gift} verbraucht wird."
167,9,"Restores HP upon eating a Berry, in addition to the Berry's effect.","Restores HP upon eating a Berry, in addition to the Berry's effect."
168,5,Change le type du porteur pour correspondre à chaque attaque qu'il utilise.,"Change le type du porteur pour correspondre à chaque attaque qu'il utilise.

Le changement de type a lieu juste avant que l'attaque ne soit utilisée."
168,6,Ändert den Typ des Anwenders in den der Attacke die er einsetzt.,"Wenn ein Pokémon mit dieser Fähigkeit eine Attacke einsetzt, ändert sich sein Typ in den der Attacke.

Die Typumwandlung erfolgt unmittelbar vor dem Einsatz der Attacke, der Anwender erhält dadurch den []{mechanic:same-type-attack-bonus} Bonus für jede Attacke die er einsetzt und []{move:toxic} trifft immer. Die Typumwandlung bleibt bestehen, bis der Typ erneut gewandelt wird oder das Pokémon ausgetauscht wird, nicht aber durch deaktivieren oder austauschen der Fähigkeit.

Wenn der Typ der Attacke geändert wird, zum Beispiel weil die Attacke eine andere Attacke benutzt, wie []{move:nature-power}, weil die Attacke selbst ihren Typ ändern kann oder weil der Typ der Attacke vom Gegner verändert wird, wie z.B. durch []{move:electrify} oder []{move:ion-deluge}, dann wird der geänderte Typ herangezogen. Wenn eine Attacke eingesetzt wird, die den Typ des Anwenders ändert, wie []{move:camouflage}, dann löst zuerst die Fähigkeit aus und ändert den Typ des Anwenders in den der Attacke, danach wird die Attacke entweder fehlschlagen oder den Typ des Anwenders wieder ändern. Wird []{move:curse} eingesetzt und der Anwender ist nicht bereits vom Typ []{type:ghost} wird er zum Typ []{type:ghost}.

Die Fähigkeit löst nicht aus, wenn die Attacke fehlschlägt, außer sie geht wegen der Fähigkeit selbst daneben, wenn die Ausführung unterbrochen wird, z.B. durch []{mechanic:confusion}, wenn die Attacke verhindert wird (durch []{mechanic:rain} oder durch []{move:powder}). Die Fähigkeit löst trotzdem aus, wenn die Attacke daneben geht, blockiert wird (durch []{move:protect} oder ähnliches) oder keine Wirkung auf den Gegner hat.

[]{move:struggle} ist nicht betroffen."
168,9,Changes the bearer's type to match each move it uses.,"Changes the bearer's type to match each move it uses.

The type change takes place just before the move is used."
169,5,Réduit de moitié les dégâts des attaques physiques.,Réduit de moitié les dégâts des attaques physiques.
169,6,Halbiert den Schaden von physischen Attacken.,Pokémon mit dieser Fähigkeit erhalten nur den halben Schaden von physischen Attacken.
169,9,Halves damage from physical attacks.,Halves damage from physical attacks.
170,5,Vole l'objet tenu par la cible lorsque le porteur utilise une capacité offensive.,Vole l'objet tenu par la cible lorsque le porteur utilise une attaque infligeant des dégâts.
170,6,Stiehlt angreifenden Pokémon das Item wenn es von einer Attacke die Schaden verursacht getroffen wird.,"Wenn ein Pokémon mit dieser Fähigkeit von einer Attacke getroffen wird die Schaden verursacht, wird das vom Angreifer getragene Item auf das getroffene Pokémon übertragen, wenn dieses noch keins hält.

Das Pokémon stiehlt nicht, wenn es besiegt wird. Es kann auch stehlen, wenn der Angreifer einen []{move:substitute} hat, aber nicht wenn der eigene getroffen wird. Wenn eine Attacke mehrmals trifft, löst nur der letzte Treffer die Fähigkeit aus. Wenn das Pokémon ein wildes ist, kann es kein Item stehlen."
170,9,Steals the target's held item when the bearer uses a damaging move.,Steals the target's held item when the bearer uses a damaging move.
171,5,"Protège contre les attaques basées sur des balles, bombes et projectiles.","Protège contre les attaques à base de balles, de projectiles et de bombes."
171,6,"Schützt gegen Kugel-, Ball- und Bombenbasierte Attacken.","Pokémon mit dieser Fähigkeit können nicht von Attacken getroffen werden die Kugel-, Ball- oder Bombenbasiert sind."
171,9,"Protects against bullet, ball, and bomb-based moves.","Protects against bullet, ball, and bomb-based moves."
172,5,Augmente l'Attaque Spéciale de deux niveaux lorsqu'une de ses stats est réduite.,Augmente l'Attaque Spéciale de deux niveaux lorsqu'une statistique est abaissée.
172,6,Erhöht den []{mechanic:special-attack} um 2 [Stufen]{mechanic:stat-modifier} wenn ein Statuswert gesenkt wird.,"Wenn ein Statuswert eines Pokémon mit dieser Fähigkeit [gesenkt]{mechanic:stat-modifier} wird, wird sein []{mechanic:special-attack} um 2 [Stufen]{mechanic:stat-modifier} erhöht.

Wenn mehrere Statuswerte [gesenkt]{mechanic:stat-modifier} löst die Fähigkeit für jeden Statuswert aus."
172,9,Raises Special Attack by two stages upon having any stat lowered.,Raises Special Attack by two stages upon having any stat lowered.
173,5,"Renforce les attaques de morsure à 1,5× de leur puissance.","Renforce les capacités de morsure en augmentant leur puissance de 1,5×."
173,6,Verstärkt Bissattacken um 50%.,"Die Bissattacken von Pokémon mit dieser Fähigkeit sind 1,5× so stark wie sonst. Zu Bissattacken zählen auch []{move:crunch} und ""Zahn""-Attacken."
173,9,Strengthens biting moves to 1.5× their power.,Strengthens biting moves to 1.5× their power.
174,5,"Transforme les capacités normales de son possesseur en capacités de type Glace et les renforce en multipliant leur puissance par 1,3.","Transforme les attaques de type Normal du porteur en attaques de type Glace. Les attaques transformées par ce talent voient leur puissance augmentée de 1,3×."
174,6,Ändert die []{type:normal} Attacken des Anwenders in []{type:ice} Attacken und verstärkt sie um 30%.,"Die []{type:normal} Attacken von Pokémon mit dieser Fäigkeit werden zu []{type:ice} Attacken. Attacken die durch diese Fähigkeit beeinflusst werden, haben 1,3× so viel Basisstärke wie sonst."
174,9,Turns the bearer's []{type:normal} moves into []{type:ice} moves and strengthens them to 1.3× their power.,Turns the bearer's []{type:normal}-type moves into []{type:ice}-type moves.  Moves changed by this ability have 1.3× their power.
175,5,Empêche les Pokémon alliés de s'endormir.,Empêche les Pokémon alliés de dormir.
175,6,Hindert Partner am [einschlafen]{mechanic:sleep}.,Pokémon können nicht [einschlafen]{mechanic:sleep} solange sich ein Pokémon mit dieser Fähigkeit im Team befindet.
175,9,Prevents friendly Pokémon from sleeping.,Prevents friendly Pokémon from sleeping.
